ph,tds_ppm,turbidity_ntu,temperature_c,dry_days_before_rain,rainwater_quality_score,water_class,recommended_action
6.34,40.8,1.4,31.0,3,89.8,Excellent_Store,Best for storage; disinfect before drinking use
6.22,202.6,35.76,27.0,3,46.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.15,60.4,0.83,29.2,1,89.1,Excellent_Store,Best for storage; disinfect before drinking use
6.8,52.2,9.16,28.4,5,76.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.78,9.4,8.04,27.6,2,80.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.26,323.8,62.62,28.1,16,36.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.12,129.7,3.32,24.8,4,75.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.4,63.8,2.0,28.0,2,89.4,Excellent_Store,Best for storage; disinfect before drinking use
6.07,130.3,17.98,28.8,18,50.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.17,17.5,0.03,18.7,4,89.3,Excellent_Store,Best for storage; disinfect before drinking use
6.48,5.0,5.77,29.1,7,78.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.46,66.3,0.03,31.7,3,93.0,Excellent_Store,Best for storage; disinfect before drinking use
6.06,163.0,34.8,29.0,34,42.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.97,100.2,9.37,27.1,18,60.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.8,113.2,4.39,22.7,9,66.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.89,318.7,50.3,25.5,12,33.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.97,191.8,65.2,25.6,7,41.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.63,79.0,7.47,30.9,3,75.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.28,49.3,11.01,30.0,8,65.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.12,132.6,2.59,31.7,3,78.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.44,403.1,92.25,30.4,21,19.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.22,137.3,0.53,24.2,0,84.2,Excellent_Store,Best for storage; disinfect before drinking use
5.85,521.2,84.34,29.5,13,24.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.49,139.1,13.31,24.5,22,58.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.42,60.2,7.6,28.7,14,72.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.77,490.5,95.0,31.2,31,20.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.15,168.5,42.34,26.2,9,45.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.79,116.3,29.24,30.3,3,45.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.69,397.5,91.61,33.7,41,20.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.23,60.4,4.5,28.2,9,76.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.25,342.0,42.23,27.8,23,35.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.6,236.7,16.45,25.9,17,52.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.41,196.9,24.53,32.2,23,47.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.68,592.2,95.0,26.8,17,23.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.91,135.0,32.31,34.3,3,47.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.06,80.7,7.16,26.4,8,66.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.89,53.8,2.24,26.5,1,83.4,Excellent_Store,Best for storage; disinfect before drinking use
5.62,541.8,95.0,25.5,28,21.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.53,311.7,50.74,31.2,28,38.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.11,139.3,7.86,27.1,5,65.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.05,156.5,3.31,24.2,13,71.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.24,48.8,2.02,26.9,4,88.6,Excellent_Store,Best for storage; disinfect before drinking use
6.07,283.1,37.97,28.1,8,38.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.84,23.0,33.06,30.6,11,49.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.82,97.1,24.16,32.1,8,49.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.72,193.8,7.04,25.6,5,55.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.37,97.9,0.03,24.6,6,90.5,Excellent_Store,Best for storage; disinfect before drinking use
6.22,110.4,6.68,24.9,3,71.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.55,19.7,0.03,24.9,1,97.4,Excellent_Store,Best for storage; disinfect before drinking use
6.13,443.5,47.97,28.2,17,32.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.52,448.9,95.0,28.1,36,20.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.02,113.0,3.53,30.1,4,75.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.14,391.4,47.94,18.3,12,30.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.94,97.5,33.65,27.6,5,51.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.1,27.0,2.82,32.2,2,84.8,Excellent_Store,Best for storage; disinfect before drinking use
5.99,380.1,75.35,25.8,17,29.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.97,167.6,17.36,26.2,17,45.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.34,137.0,3.24,26.2,1,80.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.84,307.7,37.04,29.2,13,32.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.72,496.1,95.0,24.8,19,24.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.04,217.8,67.5,26.1,11,39.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.43,121.2,41.21,25.9,8,55.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.13,128.4,0.03,32.1,1,83.8,Excellent_Store,Best for storage; disinfect before drinking use
6.01,142.4,0.03,25.8,5,80.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.05,117.6,6.46,23.7,9,67.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.18,61.8,0.03,24.0,0,91.9,Excellent_Store,Best for storage; disinfect before drinking use
6.13,120.5,4.33,29.5,4,74.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.62,534.6,95.0,26.4,44,19.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.27,132.0,0.03,28.3,4,85.8,Excellent_Store,Best for storage; disinfect before drinking use
5.91,21.4,7.8,21.4,12,66.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.88,177.2,11.38,28.8,20,46.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.12,48.8,3.3,26.9,14,79.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.44,84.2,0.03,23.7,7,89.8,Excellent_Store,Best for storage; disinfect before drinking use
6.22,102.6,18.3,25.3,2,59.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.13,158.4,19.5,23.7,23,45.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.85,36.1,9.49,26.4,0,65.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.99,340.0,44.37,24.8,21,31.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.44,60.4,12.7,25.7,17,63.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.64,7.9,5.21,21.0,8,69.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.23,166.8,11.36,27.5,21,53.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.07,330.4,71.08,29.0,9,34.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.32,5.0,0.03,23.3,5,92.9,Excellent_Store,Best for storage; disinfect before drinking use
5.99,233.1,64.88,28.0,12,38.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.18,399.4,40.83,28.1,25,32.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.29,80.3,19.96,26.6,19,58.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.23,136.3,42.77,28.0,16,46.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.6,497.6,95.0,28.3,37,21.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.0,135.4,38.37,27.9,21,43.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.31,38.4,0.03,26.7,7,93.9,Excellent_Store,Best for storage; disinfect before drinking use
6.02,325.5,50.91,31.9,18,32.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.56,328.1,79.33,24.3,28,22.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.53,176.6,43.0,22.5,16,45.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.04,62.5,0.03,27.5,3,87.7,Excellent_Store,Best for storage; disinfect before drinking use
5.8,87.2,43.08,30.3,16,45.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.38,167.1,19.93,28.2,17,51.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.03,206.4,15.84,32.2,6,46.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.18,155.1,1.2,27.5,1,78.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.7,259.9,47.94,32.1,13,30.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.13,38.9,6.87,28.9,0,73.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.2,5.0,0.03,33.8,1,92.2,Excellent_Store,Best for storage; disinfect before drinking use
6.24,347.6,43.09,36.1,30,30.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.72,473.5,88.38,30.3,34,21.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.12,119.6,2.27,27.3,6,78.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.04,356.3,57.14,27.7,22,30.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.23,67.4,2.59,21.6,3,85.6,Excellent_Store,Best for storage; disinfect before drinking use
6.1,79.2,5.68,26.3,5,72.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.25,156.8,0.03,32.3,2,82.1,Excellent_Store,Best for storage; disinfect before drinking use
5.71,480.4,95.0,26.5,19,24.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.21,66.6,0.9,27.4,0,89.6,Excellent_Store,Best for storage; disinfect before drinking use
6.11,116.6,28.06,25.9,6,51.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.19,113.3,2.2,26.3,7,82.4,Excellent_Store,Best for storage; disinfect before drinking use
6.01,115.7,32.79,28.9,13,47.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.98,152.4,17.46,25.9,3,50.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.66,626.9,93.46,31.0,22,20.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.24,93.6,2.85,25.2,8,81.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.39,91.1,12.79,30.1,3,66.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.48,172.1,0.36,25.8,0,85.8,Excellent_Store,Best for storage; disinfect before drinking use
5.35,441.5,95.0,31.7,23,17.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.43,427.8,82.37,35.2,31,33.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.5,185.7,31.0,29.7,10,48.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.08,306.9,32.21,29.4,13,36.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.57,433.5,95.0,28.5,40,20.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.21,175.3,23.55,25.4,10,49.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.3,5.0,3.57,32.1,3,86.7,Excellent_Store,Best for storage; disinfect before drinking use
5.78,309.7,87.49,26.2,18,28.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.23,226.5,32.76,27.6,29,42.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.22,116.8,0.03,26.1,1,86.5,Excellent_Store,Best for storage; disinfect before drinking use
5.97,18.4,2.26,27.2,5,83.0,Excellent_Store,Best for storage; disinfect before drinking use
5.99,189.3,31.04,29.7,24,39.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.08,117.3,9.93,32.1,15,56.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.6,471.3,85.44,31.5,36,21.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.19,92.0,1.83,29.1,1,87.8,Excellent_Store,Best for storage; disinfect before drinking use
6.0,102.8,5.59,25.5,0,69.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.28,134.7,6.49,30.0,2,70.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.15,31.3,0.03,27.3,7,90.9,Excellent_Store,Best for storage; disinfect before drinking use
5.83,165.7,46.33,24.2,13,40.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.11,123.5,6.24,30.9,5,66.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.3,29.7,0.03,26.2,5,91.0,Excellent_Store,Best for storage; disinfect before drinking use
5.16,496.9,78.21,30.5,16,17.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.3,66.7,6.06,24.9,2,75.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.92,79.3,46.32,27.5,8,49.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.08,393.0,49.4,25.7,33,31.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.14,20.6,0.26,25.8,2,90.7,Excellent_Store,Best for storage; disinfect before drinking use
6.87,225.1,5.41,29.3,8,66.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.23,166.6,31.73,30.2,9,49.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.99,161.9,41.84,26.5,26,40.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.65,474.0,95.0,29.0,44,21.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.81,438.6,95.0,29.0,36,23.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.09,155.8,1.59,28.2,13,74.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.75,442.8,91.41,28.1,40,22.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.02,109.3,6.36,25.9,9,66.0,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.15,159.9,4.99,25.9,7,68.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.14,175.2,0.41,25.4,12,76.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.32,76.6,8.98,24.3,4,71.0,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.87,164.7,4.47,30.7,19,60.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.86,479.9,89.82,23.4,34,20.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.44,5.0,0.03,27.6,7,93.7,Excellent_Store,Best for storage; disinfect before drinking use
5.9,424.2,83.56,31.6,44,24.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.95,62.8,0.03,28.1,6,83.5,Excellent_Store,Best for storage; disinfect before drinking use
6.17,157.3,52.24,27.3,2,47.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.76,280.8,27.09,28.0,18,32.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.19,29.2,2.52,24.5,0,87.6,Excellent_Store,Best for storage; disinfect before drinking use
5.81,478.1,79.79,32.9,28,23.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.27,99.0,6.31,20.8,5,69.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.79,508.4,83.98,28.2,33,24.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.97,137.5,42.17,23.6,3,47.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.96,5.0,15.81,25.4,0,65.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.46,482.9,88.03,30.4,28,15.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.02,5.0,6.66,28.3,6,75.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.91,183.0,0.98,29.1,14,71.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.07,257.6,10.47,26.9,21,48.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.92,337.8,55.44,26.9,26,31.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.09,126.3,37.39,30.3,2,50.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.29,105.6,0.18,23.8,5,87.5,Excellent_Store,Best for storage; disinfect before drinking use
6.17,32.0,0.79,28.7,6,89.2,Excellent_Store,Best for storage; disinfect before drinking use
6.32,132.6,6.25,28.0,8,70.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.78,271.1,73.81,33.9,9,32.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.36,280.7,12.39,25.5,6,53.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
